objectid,type,format,subject,identifier,creator,culture,date,title,materials,measurements,filename,credit,published,web_page,origin,description,altnum
492,Image;StillImage,image/jpeg,"van Erp, William;American;Silverplate with ivory feet;San Francisco, California","JSMA2014:39.3a,b","van Erp, William",American,ca. 1950,Pair of serving dishes,Silverplate with ivory feet,A: 2-13/16 x 17-1/4 x 11-5/16 inches; B: 2-1/2 x 16-3/4 x 10-7/8 inches,jsma2014_39_3,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111110;type=101,"San Francisco, California","Two serving dishes with scroll decoration and ivory feet, one slightly larger than the other. Intended to contain glass casserole dishes and provide a more elegant presentation of entrees.",N0062
493,Image;StillImage,image/jpeg,"van Erp, William;American;Silverplate with ivory feet;San Francisco, California","JSMA2014:39.3a,b","van Erp, William",American,ca. 1950,Pair of serving dishes,Silverplate with ivory feet,A: 2-13/16 x 17-1/4 x 11-5/16 inches; B: 2-1/2 x 16-3/4 x 10-7/8 inches,jsma2014_39_3,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111110;type=101,"San Francisco, California","Two serving dishes with scroll decoration and ivory feet, one slightly larger than the other. Intended to contain glass casserole dishes and provide a more elegant presentation of entrees.",N0063
219,Image;StillImage,image/jpeg,"van Erp, William;American;Sterling silver;San Francisco, California",JSMA2014:39.4,"van Erp, William",American,ca. 1960,Teaspoon blank,Sterling silver,5-1/4 inches,jsma2014_39_4,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111111;type=101,"San Francisco, California",,N0092
371,Image;StillImage,image/jpeg,"Lebolt & Company;American;Sterling silver;Chicago, Illinois",JSMA2014:39.40,Lebolt & Company,American,ca. 1925,Small bowl,Sterling silver,H: 3 x top Diam. 5-3/8 x bottom Diam. 4-1/4 inches,jsma2014_39_40,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111147;type=101,"Chicago, Illinois",Small sterling silver bowl with four ball feet.,P0052
508,Image;StillImage,image/jpeg,"Whiting Manufacturing Co.;American;Sterling silver and wood;New York, New York",JSMA2014:39.41,Whiting Manufacturing Co.,American,ca. 1913,Coffee pot,Sterling silver and wood,H. 8 x W. 7 inches,jsma2014_39_41,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111148;type=101,"New York, New York","Founded in Attleboro, Massachusetts, in 1866, Whiting Manufacturing Company became known for their Japanese-inspired silver designs. This coffee pot is from one of their later lines of silver, which featured more modern designs in an attempt to please contemporary consumers. Unfortunately, this strategy was not successful in keeping the company afloat. Gorham acquired the company in 1924 but continued to make silver under the Whiting name until 1926.",P0060
372,Image;StillImage,image/jpeg,"Sidel, J.P.;American;Sterling silver;Cedarhurst, New York",JSMA2014:39.42,"Sidel, J.P.",American,ca. 1930s,Sauce boat,Sterling silver,H. 6-5/8 x W. 5-1/8 x D. 3-3/8 inches,jsma2014_39_42,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111149;type=101,"Cedarhurst, New York","Joseph P. Sidel emigrated from Poland to New York as a young man and established himself as a silversmith, first in the Bronx and later on Long Island. Sidel lived above the dry goods and furniture store he operated in Inwood before moving to nearby Cedarhurst. This sauceboat dates to his most prolific period of production. It features beautiful floral decoration that would have been very time intensive to produce for a one-man operation. In his later years, Sidel produced hand-made wares for customers of his son’s large truck-leasing business in New York City. Sidel would often take the whole year to produce a gift for the biggest customers, which included newspapers and breweries. Unfortunately, because these hand-made objects were made as gifts, there is no record of their production.",P0073
373,Image;StillImage,image/jpeg,"Friedell, Clemens;American;Sterling silver;Pasadena, California",JSMA2014:39.43a-d,"Friedell, Clemens",American,ca. 1915,Dessert bowls & undertrays,Sterling silver,Bowls: H. 1-3/4 x Diam. 4-1/2 inches; undertrays: H. 1/2 x Diam. 6 inches,jsma2014_39_43,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111150;type=101,"Pasadena, California",,P0088
509,Image;StillImage,image/jpeg,"Friedell, Clemens;American;Sterling silver with ebony handle;Pasadena, California",JSMA2014:39.44,"Friedell, Clemens",American,ca. 1920,Chocolate pot,Sterling silver with ebony handle,H. 6 x W. 7-1/4 x Diam. 3-1/2 inches,jsma2014_39_44,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111151;type=101,"Pasadena, California","Clemens Friedell, one of the most prominent silversmiths in the California Arts and Crafts movement, valued reviving old-world traditions, like chasing (engraving a design on the metal) and riveting. The hammered surface of this chocolate pot reflects the time-consuming process of making it by hand. While the simple lines are in keeping with the Arts and Crafts style, Friedell was better-known for his more ornamental work. It is possible that this pot was a custom commission, as his patrons often preferred simpler designs more in line with the popular Arts and Crafts style.",P0089
385,Image;StillImage,image/jpeg,"Mulholland Brothers, Inc.;American;Sterling silver;Chicago, Illinois",JSMA2014:39.45,"Mulholland Brothers, Inc.",American,ca. 1914-20,Bowl,Sterling silver,overall: H. 2 x W. 8 3/8 in; H. 5.08 x W. 21.2725 cm,jsma2014_39_45,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111152;type=101,"Chicago, Illinois",Sterling silver bowl with hammered finish and engraved decorative strap work with leaf design on rim.,P0090
471,Image;StillImage,image/jpeg,"Petersen, Carl P.;Canadian;Sterling silver;Montreal, Canada",JSMA2014:39.46,"Petersen, Carl P.",Canadian,ca. 1930,Compote,Sterling silver,overall: H. 7 1/4 x W. 7 1/4 in; H. 18.415 x W. 18.415 cm,jsma2014_39_46,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111153;type=101,"Montreal, Canada","Carl Poul Petersen began apprenticing with Georg Jensen in Denmark in 1908. In 1929 Petersen and his wife Inger, Jensen's daughter, emigrated to Canada, bringing Scandinavian style to the firm of Henry Birks & Sons Ltd. Petersen designed this compote (a dish used to serve nuts, fruits, or sweets) a year after relocating to Montreal. Petersen’s elegant design features a passage of floral beading that curves over the dish, inviting the viewer to enjoy the delights offered in the dish. In 1944 Peterson opened his own studio, which he ran with his sons Arno, John Paul, and Ole.",P0092
510,Image;StillImage,image/jpeg,"Blanchard, Porter;American;Sterling silver with ebony and ivory;Burbank, California",JSMA2014:39.47,"Blanchard, Porter",American,ca. 1950,Teapot,Sterling silver with ebony and ivory,overall: H. 5 1/2 x W. 8 1/4 in; H. 13.97 x W. 20.955 cm,jsma2014_39_47,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111154;type=101,"Burbank, California","Teapot raised on circular foot, horizontal ebony handle perpendicular to spout, lid with ivory finail. The minimalist style of this teapot is typical of Porter Blanchard’s silver work. Blanchard produced sleek and simple designs, to which he rarely applied decoration. Working during the American Arts and Crafts movement, he became one of the most prominent silversmiths in California. His designs were extremely popular among celebrities, earning him the moniker, “silversmith to the screen stars.",P0098
455,Image;StillImage,image/jpeg,"Jones, Albert Edward;British;Sterling silver and patinated copper with enamel cabochon;Birmingham, England",JSMA2014:39.48,"Jones, Albert Edward",British,1902,Box,Sterling silver and patinated copper with enamel cabochon,H. 3-1/2 x W. 5-3/8 x D. 4-1/4 inches,jsma2014_39_48,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111155;type=101,"Birmingham, England","A.E. Jones produced hundreds of boxes, each in arts and crafts style in a variety of materials and sizes. This box combines patinated copper side panels with a silver cover and sterling silver applied strapwork with rivets at edges, forming four feet. A decorative sterling silver medallion clasp on the front panel and sterling bezel-set turquoise enamel cabochon complete the decorative touches.",P0132
322,Image;StillImage,image/jpeg,"Heath & Middleton;British;Sterling silver and glass;Birmingham, England",JSMA2014:39.49a-h,Heath & Middleton,British,1888,Salt cellars and spoons,Sterling silver and glass,spoons: 2-1/2 inches; cellars: H. 1-5/8 x Diam. 2 inches,jsma2014_39_49,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111156;type=101,"Birmingham, England","Despite the miniscule size of these salt spoons, five marks are present on the back of each spoon. The standard mark of a lion passant (a profile view of a walking lion) indicates silver quality. The city mark tells the location of assay office. Here, the leopard corresponds to London. The duty mark, used until 1890, indicates duty has been paid. This duty mark is the profile of the reigning monarch, in this case Queen Victoria. The letter “N” is a date mark and corresponds to the year 1888. Finally, the letters “JTH” over “JHM” indicate the maker’s mark of John Thomas Heath and John Harshorne Middleton.",P0173
220,Image;StillImage,image/jpeg,"Dirk van Erp Studio;American;Sterling silver;San Francisco, California",JSMA2014:39.5,Dirk van Erp Studio,American,ca. 1920,Fork blank,Sterling silver,8 inches,jsma2014_39_5,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111112;type=101,"San Francisco, California",,N0093
323,Image;StillImage,image/jpeg,"William Hutton & Sons;British;Sterling silver;London, England",JSMA2014:39.50,William Hutton & Sons,British,1907,Cream pitcher,Sterling silver,H. 4-1/8 x W. 4-7/16 x Diam. 2-1/2 inches,jsma2014_39_50,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111157;type=101,"London, England",Cream pitcher with hammered interior finish and beak spout with decorative beading.,P0199
324,Image;StillImage,image/jpeg,"Bonner, Albert Edward;British;Sterling silver with enamel cabochons;London, England","JSMA2014:39.51a,b","Bonner, Albert Edward",British,1906-1908,Salt and pepper casters,Sterling silver with enamel cabochons,each: H: 2-1/4 x Diam: 1-5/8 inches,jsma2014_39_51,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111158;type=101,"London, England",Small salt and pepper casters with chased lines and collet-set turquoise cabochons.,P0215
325,Image;StillImage,image/jpeg,"Wakely & Wheeler;British;Sterling silver;London, England",JSMA2014:39.52a-d,Wakely & Wheeler,British,1912,Stacking beakers,Sterling silver,A: 3-1/8 inches; B: 3-1/16 inches; C: 3 inches; D: 2-15/16 inches,jsma2014_39_52,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111159;type=101,"London, England",Set of flared stacking beakers with hammered finish. Each beaker made precisely 1/16 of an inch larger in size than the previous beaker in order to achieve this seamless nesting.,T0146
52,Image;StillImage,image/jpeg,"Koppel, Henning; Georg Jensen Inc.;Danish;Sterling silver;Copenhagen, Denmark",JSMA2014:39.53,"Koppel, Henning; Georg Jensen Inc.",Danish,ca. 1945,Brooch,Sterling silver,1-1/2 x 1-3/4 inches,jsma2014_39_53,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111160;type=101,"Copenhagen, Denmark","The fluid shape of this ""ameoba"" brooch is typical of Koppel's designs.",S0107
53,Image;StillImage,image/jpeg,"Jensen, Georg;Danish;Sterling silver;Copenhagen, Denmark",JSMA2014:39.54,"Jensen, Georg",Danish,ca. 1910,Brooch,Sterling silver,1-1/4 x 1-1/4 inches,jsma2014_39_54,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111161;type=101,"Copenhagen, Denmark",Small brooch with double tulip design.,S0110
54,Image;StillImage,image/jpeg,"Jensen, Georg;Danish;Silver with amethyst cabochons;Copenhagen, Denmark",JSMA2014:39.55,"Jensen, Georg",Danish,ca. 1914,Brooch,Silver with amethyst cabochons,3/4 x 1-3/4 inches,jsma2014_39_55,"Margo Grant Walsh Twentieth Century Silver and Metalwork Collection, gift of Margo Grant Walsh",Y,https://jsmacollection.uoregon.edu/mwebcgi/mweb?request=record;id=111162;type=101,"Copenhagen, Denmark","Brooch with beaded navette openwork pattern and three bezel-set amethyst cabochons. Georg Jensen originally hoped to become a sculptor but took up silversmithing when he could not make a living creating sculpture. He worked as a foreman for the Danish artist Mogens Ballin and made his first pieces of silver jewelry in Ballin’s workshop. Jensen launched his career in silver with jewelry, as it was much less expensive to purchase the raw materials for silver jewelry than silver hollowware.",N1282
